nombre,opt_gurobi,obj_gurobi,time_gurobi,opt_scip,obj_scip,time_scip,opt_roundingsat,obj_roundingsat,time_roundingsat,opt_rs_default,obj_rs_default,time_rs_default,opt_mixed-bag,obj_mixed-bag,time_mixed-bag,opt_naps,obj_naps,time_naps,min,max,vbs,opt_vbs,obj_vbs
normalized-BA_RDC4.dot_luby_10null10mast_rapportOE1.0_TMAX15_K67_cod2.opb,1,0.0,113.54,1,0.0,133.55,1,0.0,271.369,1,0.0,84.104,1,0.0,366.541,1,0.0,181.164902,-272.0,-272.0,0.0,1,0.0
normalized-BA_RDC4.dot_unif_20null20mast_rapportOE1.0_TMAX180_K67_cod3.opb,0,0.0,3600.0,0,0.0414330763840224,3600.0,0,0.1079362298528381,3118.28,0,0.2956377014716188,773.189,0,0.6985809390329363,3600.11,0,1.0,16.522717,-57080.0,0.0,0.0,0,0.0
normalized-NG.dot_unif_0null0mast_rapportOE1.0_TMAX120_K192_cod2.opb,0,0.0,3600.03,0,2.0,,0,0.646255078925605,3218.23,0,0.0,3318.18,0,0.9640909472271164,3600.0,0,1.0,32.352369,-83433.0,0.0,0.0,0,0.0
normalized-NG.dot_fibo_10null0mast_rapportOE2.0_TMAX120_K192_cod1.opb,0,0.0,3600.05,0,2.0,,0,0.898306562795874,350.973,0,0.8576275268674318,3239.75,0,2.0,,0,1.0,110.266004,-240812.0,0.0,0.0,0,0.0
normalized-j9041_10.std.opb,0,1.0,3600.01,0,2.0,,0,0.0,2843.32,0,0.0434782608695652,3099.35,0,2.0,,0,0.217391304347826,128.586995,154.0,177.0,0.0,0,0.0
normalized-50-750-false-45-90-4-8000opt.opb,1,0.0,852.46,0,0.0,3600.0,1,0.0,114.244,1,0.0,371.757,1,0.0,303.597,1,0.0,3.204364,-76.0,-76.0,0.0,1,0.0
normalized-aries-da_network_1000_5__369_766__256.opb,1,0.0,3.7,1,0.0,29.88,0,1.0,58.666,0,1.0,52.1081,0,2.0,,0,2.0,,87132.0,2730517.0,0.0,1,0.0
normalized-BA_RDC4.dot_unif_20null50mast_rapportOE1.0_TMAX180_K67_cod2_pbEq1_newVersion_ladder.opb,0,0.0,3600.01,0,0.1208901036142612,3600.0,0,0.3027453699926573,3390.69,0,0.2055764053194093,3033.43,0,0.3269152321122623,3600.01,0,1.0,2.281328,-49028.0,0.0,0.0,0,0.0
normalized-BA_RDC4.dot_luby_0null20mast_rapportOE1.0_TMAX300_K67_cod1.opb,0,0.0105645427533839,3600.01,0,0.0,3600.02,0,0.1126884560360955,3361.45,0,0.3063717398481347,3304.95,0,2.0,,0,1.0,46.945637,-13568.0,-4481.0,0.0,0,0.0
normalized-NG.dot_fibo_50null20mast_rapportOE1.0_TMAX60_K192_cod2.opb,1,0.0,1393.75,0,2.0,,0,0.2337855754735829,3344.51,0,0.0,2031.88,0,0.2710486326788838,3600.85,0,1.0,30.983098,-165177.0,0.0,0.0,1,0.0
normalized-NG.dot_luby_0null10mast_rapportOE2.0_TMAX15_K192_cod1.opb,1,0.0,1929.28,0,1.0,3600.1,0,0.9178082191780822,1304.64,0,0.9717465753424658,2013.04,0,2.0,,0,2.0,,-1168.0,0.0,0.0,1,0.0
normalized-BA_RDC4.dot_fibo_50null50mast_rapportOE1.0_TMAX60_K67_cod1.opb,1,0.0,3.28,1,0.0,56.39,1,0.0,934.633,1,0.0,1544.29,1,0.0,83.97,0,1.0,2603.84801,-10.0,-6.0,0.0,1,0.0
normalized-BA_RDC4.dot_luby_0null20mast_rapportOE2.0_TMAX60_K67_cod2_pbEq1_newVersion_sequential.opb,1,0.0,91.0,1,0.0,1349.79,1,0.0,39.1126,0,1.0,3560.72,0,2.0,,0,0.0,2112.314536,-1288.0,-898.0,0.0,1,0.0
normalized-BA_RDC4.dot_fibo_20null0mast_rapportOE1.0_TMAX180_K67_cod2_pbEq1_newVersion.opb,0,0.0,3600.01,0,0.4940052791705978,3600.0,0,0.1643539376464227,197.648,0,0.1409580952582871,2404.75,0,0.5269205898254058,3600.0,0,1.0,199.475865,-216480.0,-122147.0,0.0,0,0.0
normalized-BA_RDC4.dot_luby_20null10mast_rapportOE1.0_TMAX15_K67_cod2.opb,1,0.0,5.71,1,0.0,47.63,1,0.0,144.18,1,0.0,77.1878,1,0.0,72.92,1,0.0,94.432193,-328.0,-328.0,0.0,1,0.0
normalized-NG.dot_luby_10null20mast_rapportOE2.0_TMAX15_K192_cod2.opb,1,0.0,471.22,0,1.0,3600.04,1,0.0,3269.12,1,0.0,2522.92,1,0.0,354.657,0,1.0,31.973604,-1072.0,0.0,0.0,1,0.0
normalized-Generated_notes_20140709_1000_0.10-012.opb,1,0.0,5.07,1,0.0,79.53,0,0.4096842724102454,2956.74,0,0.5889795972903278,3349.72,1,0.0,65.59,0,1.0,35.536846,-115487.0,-40644.0,0.0,1,0.0
normalized-BA_RDC4.dot_unif_50null10mast_rapportOE1.0_TMAX15_K67_cod2_pbEq1_newVersion_sequential.opb,1,0.0,7.76,1,0.0,1882.54,1,0.0,278.21,1,0.0,236.747,1,0.0,975.351,1,0.0,1063.266984,-4128.0,-4128.0,0.0,1,0.0
normalized-NG.dot_fibo_50null10mast_rapportOE2.0_TMAX180_K192_cod2.opb,0,0.0,3600.04,0,2.0,,0,0.8982621093279131,597.4,0,0.4555468266141267,3259.57,0,0.2265243433549894,3600.01,0,1.0,31.332097,-240579.0,0.0,0.0,0,0.0
normalized-BA_RDC4.dot_fibo_10null20mast_rapportOE2.0_TMAX15_K67_cod2_pbEq1_newVersion_sequential.opb,1,0.0,33.3,1,0.0,2892.85,1,0.0,306.848,1,0.0,256.807,1,0.0,1131.96,1,0.0,395.349779,-13530.0,-13530.0,0.0,1,0.0
normalized-ped3.F.recomb10-0.10-10.opb,0,0.0,3600.23,0,1.0,3600.03,1,0.0,8.12929,1,0.0,326.94,1,0.0,326.033,1,0.0,22.617425,7537.0,7539.0,0.0,1,0.0
normalized-BA_RDC4.dot_luby_20null10mast_rapportOE1.0_TMAX15_K67_cod2_pbEq1_newVersion_ladder.opb,1,0.0,21.73,1,0.0,268.83,1,0.0,197.289,1,0.0,2528.47,1,1.0,116.86,1,0.0,155.310455,-328.0,-320.0,0.0,1,0.0
normalized-mps-v2-20-10-ran12x21.opb,1,0.0,50.96,0,0.0205772639782256,3600.0,0,0.0831004891428345,3164.11,0,0.1519551801468974,903.498,0,2.0,,0,1.0,6.216353,3751936.0,10221212.0,0.0,1,0.0
normalized-OGR_16.opb,0,2.0,,0,2.0,,0,1.0,3125.93,0,0.0,3213.41,0,2.0,,0,2.0,,227.0,229.0,0.0,0,0.0
normalized-BA_RDC4.dot_fibo_10null20mast_rapportOE2.0_TMAX120_K67_cod1.opb,0,0.0,3600.0,0,0.0,3600.0,0,0.2431452188028499,2899.15,0,0.3567338843873316,3212.09,0,2.0,,0,1.0,18.42509,-147233.0,0.0,0.0,0,0.0
normalized-BA_RDC4.dot_unif_20null10mast_rapportOE2.0_TMAX120_K67_cod2.opb,0,0.0,3600.0,0,0.0240963855421686,3600.0,0,0.0370761396099863,3487.23,0,0.0545273879021239,3130.36,0,0.4657806483666625,3600.02,0,1.0,2.903991,-32204.0,0.0,0.0,0,0.0
normalized-glass-sc.opb,0,0.0,3600.01,0,0.0,3600.0,0,0.0,1766.98,0,0.0,232.809,0,2.0,,0,1.0,0.149566,23.0,32.0,0.0,0,0.0
normalized-NG.dot_fibo_0null50mast_rapportOE1.0_TMAX300_K192_cod2.opb,1,0.0,2340.99,0,1.0,3600.03,0,0.4712168093313235,3105.28,0,0.783248476405053,2559.93,0,0.0666739889789565,3600.01,0,1.0,31.587959,-691949.0,0.0,0.0,1,0.0
normalized-vertexcover_opt_grid_oddrowoddcolsquare_dim_065.opb,0,0.9580169718624386,3600.01,0,0.9580169718624386,3600.0,0,1.0,3323.29,1,0.9580169718624386,1316.84,1,0.0,298.519,1,0.9580169718624386,17.695761,0.0,2239.0,0.0,1,0.0
normalized-BA_RDC4.dot_fibo_50null20mast_rapportOE1.0_TMAX120_K67_cod2.opb,1,0.0,2072.51,1,0.0,425.27,0,0.228208068383196,3378.06,0,1.0,3312.09,0,0.1949129573647451,3600.15,0,0.3692484102991765,1243.846611,-236631.0,-188666.0,0.0,1,0.0
normalized-BA_RDC4.dot_fibo_10null50mast_rapportOE1.0_TMAX120_K67_cod2_pbEq1_newVersion_product.opb,1,0.0,144.36,1,0.0,1224.49,0,0.29193495669227,2856.19,1,0.0,1042.22,0,0.0170820395489459,3600.01,0,1.0,332.787651,-244993.0,-233.0,0.0,1,0.0
normalized-mps-v2-20-10-a1c1s1.opb,0,0.0,3600.07,0,2.0,,0,2.0,,0,2.0,,0,2.0,,0,2.0,,119073538295.0,119073538295.0,0.0,0,0.0
normalized-BA_RDC4.dot_fibo_0null0mast_rapportOE2.0_TMAX60_K67_cod2_pbEq1_newVersion_binary.opb,0,0.0,3600.01,0,0.0,3600.0,1,0.0,3503.05,0,0.1766767680455657,3405.19,0,0.9371037034332518,3600.01,0,1.0,3.515481,-82167.0,0.0,0.0,1,0.0
normalized-j9045_1.std.opb,0,1.0,3600.03,0,2.0,,0,0.017391304347826,1558.19,0,0.0,2865.58,0,2.0,,0,0.408695652173913,7.045804,152.0,267.0,0.0,0,0.0
normalized-methanosarcina.opb,0,0.0,3600.01,0,0.1234782608695652,3600.0,0,1.0,3590.63,0,0.5234782608695652,3441.75,0,2.0,,0,0.4347826086956521,85.814525,2742.0,3892.0,0.0,0,0.0
normalized-NG.dot_luby_0null50mast_rapportOE2.0_TMAX120_K192_cod1.opb,0,0.0,3600.03,0,2.0,,0,0.9905563186813188,711.088,0,0.8958619505494505,1331.88,0,2.0,,0,1.0,115.482869,-11648.0,0.0,0.0,0,0.0
normalized-BA_RDC4.dot_luby_0null10mast_rapportOE2.0_TMAX300_K67_cod3.opb,0,0.0,3600.01,0,0.0,3600.0,0,0.1201838105337575,856.749,0,0.2205726405090138,3203.03,0,2.0,,0,1.0,50.584991,-6784.0,-1126.0,0.0,0,0.0
normalized-BA_RDC4.dot_fibo_50null0mast_rapportOE1.0_TMAX180_K67_cod3.opb,0,0.0,3600.01,0,0.0363104734481052,3600.01,0,0.0464831872279632,2453.44,0,0.0608472814395223,291.089,0,0.15800503632715,3600.08,0,1.0,413.743854,-204170.0,-24277.0,0.0,0,0.0
normalized-BA_RDC4.dot_unif_50null20mast_rapportOE2.0_TMAX60_K67_cod1.opb,1,0.0,3021.19,1,0.0,2829.85,0,0.0563299910328523,2931.95,0,0.5404744436292492,2359.23,0,2.0,,0,1.0,105.919619,-13172.0,-905.0,0.0,1,0.0
normalized-NG.dot_unif_20null50mast_rapportOE2.0_TMAX300_K192_cod1.opb,0,0.0,3600.04,0,0.8585772875123745,3600.03,0,0.6074876897957084,754.617,0,0.3433743459199547,1480.23,0,2.0,,0,1.0,69.741699,-77781.0,0.0,0.0,0,0.0
normalized-maxcut_opt_complete_6-partite_block_nvert_90.opb,0,0.0,3600.06,0,0.1485411140583554,3600.03,0,0.0,1609.05,0,0.0,2895.81,0,0.1339522546419098,3600.02,0,1.0,4.130173,-2025.0,-1271.0,0.0,0,0.0
normalized-BA_RDC4.dot_fibo_0null50mast_rapportOE2.0_TMAX60_K67_cod2_pbEq1_newVersion.opb,1,0.0,86.66,1,0.0,1471.26,1,0.0,1015.54,0,0.0433207868759321,2978.44,0,0.0458774234784461,3600.0,0,1.0,593.223919,-57314.0,-990.0,0.0,1,0.0
normalized-j609_8.std.opb,0,0.0196078431372549,3600.01,0,1.0,3600.0,0,0.0049019607843137,16.769,0,0.0,1915.3,0,2.0,,1,0.0,390.038901,96.0,300.0,0.0,1,0.0
normalized-j1206_5.std.opb,0,1.0,3600.03,0,2.0,,0,0.0,2845.21,0,0.0120481927710843,2949.63,0,2.0,,0,0.0180722891566265,52.64497,128.0,294.0,0.0,0,0.0
normalized-frb30-15-4.opb,1,0.0,601.91,1,0.0,87.35,0,1.0,13.2001,0,1.0,160.091,0,2.0,,1,0.0,12.432438,-30.0,-27.0,0.0,1,0.0
normalized-BA_RDC4.dot_fibo_0null50mast_rapportOE1.0_TMAX180_K67_cod3.opb,1,0.0,3014.09,1,0.0,674.4,0,0.3478737711742291,3434.8,0,0.6276537833424061,3262.49,0,0.4010241548987586,3579.6,0,1.0,14.194055,-374748.0,0.0,0.0,1,0.0
normalized-BA_RDC4.dot_unif_20null50mast_rapportOE2.0_TMAX60_K67_cod1.opb,1,0.0,1317.78,1,0.0,3194.05,0,0.4793396138419923,3050.52,0,0.2191959705251376,2992.05,0,2.0,,0,1.0,176.284138,-10871.0,-150.0,0.0,1,0.0
normalized-BA_RDC4.dot_luby_20null0mast_rapportOE2.0_TMAX60_K67_cod2_pbEq1_newVersion_ladder.opb,0,0.0,3600.01,0,0.0,3600.0,0,0.0,3035.36,0,0.1376146788990825,3455.32,0,0.2660550458715596,3600.09,0,1.0,2.997991,-436.0,0.0,0.0,0,0.0
normalized-NG.dot_unif_10null0mast_rapportOE2.0_TMAX120_K192_cod1.opb,0,0.0,3600.03,0,2.0,,0,0.7868821049942522,952.425,0,0.2208934729850555,1243.2,0,2.0,,0,1.0,226.556896,-62632.0,0.0,0.0,0,0.0
normalized-BA_RDC4.dot_fibo_10null10mast_rapportOE2.0_TMAX60_K67_cod2_pbEq1_newVersion_ladder.opb,0,0.0,3600.01,0,0.039620337306188,3600.01,0,0.0094297330303451,2056.17,0,0.8025011980398522,2222.08,0,1.0,3597.06,0,0.9353676822952898,235.73965,-64689.0,0.0,0.0,0,0.0
normalized-BA_RDC4.dot_fibo_10null0mast_rapportOE1.0_TMAX180_K67_cod2.opb,0,0.0,3600.0,0,0.1899612341910926,3600.01,0,0.0593327369362732,689.119,0,0.4379922468382185,626.771,0,2.0,,0,1.0,2473.283076,-260497.0,-146479.0,0.0,0,0.0
normalized-vertexcover_opt_grid_oddrowoddcolsquare_dim_057.opb,1,0.9856887298747764,923.53,0,0.9856887298747764,3600.0,0,1.0,3575.18,1,0.9856887298747764,2646.46,1,0.0,298.944,1,0.9856887298747764,11.057055,0.0,1677.0,0.0,1,0.0
normalized-minisat70_4_22_8.opb,1,0.0,332.59,1,0.0,1798.06,0,0.0069607812595093,688.795,0,0.0115963053708991,3583.79,1,0.0,2009.45,0,1.0,62.80064,4371395.0,106705023.0,0.0,1,0.0
normalized-minisat15_4_4_7_mh_ic.opb,1,0.0,9.96,1,0.0,98.21,1,0.0,1144.88,1,0.0,617.695,1,0.0,111.45,0,1.0,1299.791671,6493694.0,6877477.0,0.0,1,0.0
normalized-BA_RDC4.dot_fibo_10null50mast_rapportOE1.0_TMAX180_K67_cod2_pbEq1_newVersion_sequential.opb,0,0.0,3600.01,0,0.2820575995441929,3032.0,0,0.0037996758533871,2923.04,0,0.3990968551619001,3439.6,0,0.0359910532455083,3600.01,0,1.0,272.376078,-370567.0,-110808.0,0.0,0,0.0
normalized-BA_RDC4.dot_fibo_20null0mast_rapportOE2.0_TMAX180_K67_cod2_pbEq1_newVersion_ladder.opb,0,0.0,3600.01,0,0.2729759017493163,3600.0,0,0.0164817586046751,3454.68,0,0.3451984106507044,857.495,0,1.0,3600.06,0,0.7248464833066721,690.151786,-192847.0,-95952.0,0.0,0,0.0
normalized-BA_RDC4.dot_fibo_20null0mast_rapportOE2.0_TMAX120_K67_cod2_pbEq1_newVersion_ladder.opb,0,0.0,3600.02,0,0.0337239971930277,3600.0,0,0.2360679803511941,2299.4,0,0.2182662913282302,2739.26,0,0.6983634061156505,3600.02,0,1.0,2.314037,-123977.0,0.0,0.0,0,0.0
normalized-minisat25_6_4_6_mh.opb,0,0.0,3600.03,0,0.0001152277126547,3600.0,0,3.0474186487123825e-05,2015.95,0,0.0,482.373,0,0.000279584953021,3600.0,0,1.0,17.893893,5454585.0,751889605.0,0.0,0,0.0
normalized-BA_RDC4.dot_luby_50null20mast_rapportOE1.0_TMAX60_K67_cod2_pbEq1_newVersion_ladder.opb,1,0.0,17.86,1,0.0,608.63,0,1.0,3504.89,1,0.0,223.622,1,0.0,420.399,1,0.0,1434.090162,-2564.0,-1352.0,0.0,1,0.0
normalized-BA_RDC4.dot_luby_20null10mast_rapportOE1.0_TMAX300_K67_cod2_pbEq1_newVersion.opb,0,0.0,3600.01,0,1.0,3600.0,0,0.5328467153284672,284.511,0,0.2956204379562044,3528.38,0,2.0,,0,0.8540145985401459,2511.228766,-11976.0,-10880.0,0.0,0,0.0
normalized-BA_RDC4.dot_luby_0null50mast_rapportOE2.0_TMAX300_K67_cod2_pbEq1_newVersion_ladder.opb,0,0.0,3600.02,1,0.0,510.18,0,1.0,2834.9,0,0.0,1602.18,0,0.0053333333333333,3600.01,0,0.048,2506.71801,-7240.0,-5740.0,0.0,1,0.0
normalized-minisat70_4_22_2.opb,1,0.0,226.88,1,0.0,1110.66,0,0.0033050051492017,2169.38,0,0.0020673087194367,1570.68,0,0.0,3600.03,0,1.0,46.46347,3858825.0,72290791.0,0.0,1,0.0
normalized-NG.dot_unif_0null10mast_rapportOE2.0_TMAX180_K192_cod1.opb,0,2.0,,0,2.0,,0,1.0,73.1087,0,0.0,3116.34,0,2.0,,0,2.0,,-44252.0,-11303.0,0.0,0,0.0
normalized-j12038_5.std.opb,0,0.5,3600.01,0,2.0,,0,0.0,1917.29,0,0.25,304.923,0,2.0,,0,1.0,116.684164,117.0,121.0,0.0,0,0.0
normalized-clique-coloring-max-clique-n=13-t=7.opb,1,0.0,20.31,0,0.0,3600.0,0,0.0,11.2642,0,0.0,507.368,0,2.0,,0,0.0,0.101487,6.0,6.0,0.0,1,0.0
normalized-BA_RDC4.dot_fibo_20null20mast_rapportOE2.0_TMAX60_K67_cod2.opb,0,0.0,3600.0,1,0.0,873.95,1,0.0,3571.86,0,0.0502622600193512,3525.07,0,0.0980801548097978,3600.0,0,1.0,103.877512,-65676.0,-6765.0,0.0,1,0.0
normalized-BA_RDC4.dot_fibo_20null0mast_rapportOE2.0_TMAX120_K67_cod2_pbEq1_newVersion_sequential.opb,0,0.0,3600.01,0,0.2639320269940645,3600.0,0,0.042019676396455,1353.87,0,0.3158712090413855,3454.3,0,0.5729490202455484,3600.05,0,1.0,2.412521,-122990.0,0.0,0.0,0,0.0
normalized-BA_RDC4.dot_luby_10null20mast_rapportOE2.0_TMAX300_K67_cod1.opb,1,0.0,1327.59,1,0.0,1067.63,0,0.2799287939474855,3563.76,0,0.3386737872719181,3454.63,0,2.0,,0,1.0,135.605015,-7394.0,-2900.0,0.0,1,0.0
normalized-ped3.E.recomb10-0.20-13.opb,0,0.0,3600.03,0,1.0,3600.0,0,0.0,2799.27,1,0.0,77.9676,1,0.0,336.975,1,0.0,12.335847,8559.0,17793.0,0.0,1,0.0
normalized-NG.dot_unif_20null20mast_rapportOE2.0_TMAX180_K192_cod2.opb,0,0.0,3600.03,0,2.0,,0,0.1505806721757657,2804.44,0,0.2899543097821401,2478.32,0,0.7515486643924186,3600.01,0,1.0,33.039883,-81199.0,0.0,0.0,0,0.0
normalized-single-obj-f41-DC_DoubleLoss.seq-A-3-combined-irEDCBA.opb,1,0.0,1.22,1,0.0,50.44,1,0.0,71.9789,1,0.0,136.837,1,0.0,96.24,1,0.0,1.616206,161609795877.0,161609795877.0,0.0,1,0.0
normalized-BA_RDC4.dot_unif_0null0mast_rapportOE1.0_TMAX300_K67_cod1.opb,0,0.0,3600.0,0,0.1060722810050931,3600.02,0,0.04484203800109,3593.46,0,0.0553477795109849,3314.09,0,0.3988892856471649,3600.16,0,1.0,15.935739,-106418.0,0.0,0.0,0,0.0
normalized-BA_RDC4.dot_unif_0null50mast_rapportOE1.0_TMAX120_K67_cod2_pbEq1_newVersion_sequential.opb,0,0.0,3600.01,0,0.1541447040620984,3600.02,0,0.0217134765164031,2207.93,0,0.1126845514383867,2180.85,0,0.4065507565625573,3600.0,0,1.0,2.129236,-38133.0,0.0,0.0,0,0.0
normalized-BA_RDC4.dot_fibo_50null20mast_rapportOE1.0_TMAX60_K67_cod2_pbEq1_newVersion_ladder.opb,1,0.0,9.37,1,0.0,616.37,0,0.3062554890581002,3586.58,0,0.466612945575706,2774.71,0,2.0,,0,1.0,57.466239,-117212.0,-6765.0,0.0,1,0.0
normalized-comppebphp_opt_pyrheightequalsnholes_38.opb,0,0.0,3600.7,0,2.0,,0,0.0,60.7849,1,0.0,155.537,1,0.0,496.352,0,2.0,,780.0,780.0,0.0,1,0.0
normalized-BA_RDC4.dot_unif_20null50mast_rapportOE2.0_TMAX15_K67_cod1.opb,1,0.0,57.25,1,0.0,139.17,1,0.0,2951.06,1,0.0,478.937,1,0.0,118.33,0,1.0,12.916886,-1962.0,0.0,0.0,1,0.0
normalized-j1207_6.std.opb,0,0.9771428571428572,3600.01,0,1.0,3600.01,0,0.0057142857142857,96.4257,0,0.0,1920.2,0,2.0,,0,0.0171428571428571,34.35957,125.0,300.0,0.0,0,0.0
normalized-BA_RDC4.dot_unif_50null50mast_rapportOE2.0_TMAX300_K67_cod1.opb,1,0.0,2.35,1,0.0,118.62,1,0.0,411.553,0,0.625,2736.17,1,0.0,159.1,0,1.0,2331.838976,-29.0,-21.0,0.0,1,0.0
normalized-BA_RDC4.dot_unif_10null20mast_rapportOE1.0_TMAX300_K67_cod2_pbEq1_newVersion_binary.opb,0,0.0,3600.01,0,1.0,3600.02,0,0.0054901876352362,3368.8,0,0.0318107930629864,3469.28,0,0.9892349262054192,3600.06,0,1.0,3.557945,-92893.0,0.0,0.0,0,0.0
normalized-BA_RDC4.dot_fibo_0null20mast_rapportOE2.0_TMAX15_K67_cod2_pbEq1_newVersion_binary.opb,1,0.0,83.45,1,0.0,954.01,1,0.0,193.918,1,0.0,612.453,1,0.0,461.941,1,0.0,626.911198,-14140.0,-14140.0,0.0,1,0.0
normalized-BA_RDC4.dot_unif_0null0mast_rapportOE2.0_TMAX15_K67_cod3.opb,1,0.0,30.73,1,0.0,137.24,1,0.0,584.582,1,0.0,120.559,1,0.0,88.26,0,1.0,25.048811,-5085.0,0.0,0.0,1,0.0
normalized-NG.dot_fibo_20null10mast_rapportOE1.0_TMAX15_K192_cod2.opb,1,0.0,196.5,1,0.0,540.38,1,0.0,1585.38,1,0.0,1340.39,1,0.0,3373.74,0,1.0,33.319538,-63092.0,0.0,0.0,1,0.0
normalized-vertexcover_opt_grid_oddrowoddcolsquare_dim_047.opb,1,1.0,146.07,0,1.0,3600.0,1,1.0,694.992,0,1.0,2406.14,1,0.0,298.905,1,1.0,6.900927,0.0,1128.0,0.0,1,0.0
normalized-BA_RDC4.dot_luby_10null10mast_rapportOE1.0_TMAX180_K67_cod2_pbEq1_newVersion_ladder.opb,0,0.0,3600.01,0,0.0085470085470085,3600.02,0,0.0341880341880341,2201.74,0,0.2628205128205128,2875.35,0,1.0,3587.05,0,0.4014423076923077,188.474813,-7616.0,-128.0,0.0,0,0.0
normalized-j12028_8.std.opb,0,0.125,3600.01,0,1.0,3600.01,1,0.0,2877.19,1,0.0,1146.73,1,0.0,580.935,1,0.0,60.491664,99.0,115.0,0.0,1,0.0
normalized-BA_RDC4.dot_unif_0null50mast_rapportOE2.0_TMAX120_K67_cod2_pbEq1_newVersion_product.opb,0,0.0263089176132654,3600.02,0,0.3984528006267137,3600.01,0,0.0,2609.31,0,0.1129716673194934,2279.26,0,0.5662619140880011,3600.01,0,1.0,1253.440262,-30903.0,-267.0,0.0,0,0.0
normalized-BA_RDC4.dot_fibo_0null10mast_rapportOE1.0_TMAX120_K67_cod3.opb,0,0.0,3600.01,0,0.0,3600.0,0,0.2092025435213176,2354.77,0,0.4897112477848431,1871.05,0,2.0,,0,1.0,15.825189,-239825.0,0.0,0.0,0,0.0
normalized-NG.dot_fibo_0null0mast_rapportOE1.0_TMAX60_K192_cod2.opb,0,0.0,3601.0,0,2.0,,0,0.0,149.746,0,0.3357232853916557,3536.35,0,0.9678354926898848,3594.87,0,1.0,33.602536,-210325.0,0.0,0.0,0,0.0
normalized-BA_RDC4.dot_unif_0null0mast_rapportOE1.0_TMAX120_K67_cod2_pbEq1_newVersion_ladder.opb,0,0.0045263368716202,3600.01,0,0.0,3600.0,0,0.3364109753655117,3172.63,0,0.3408171440016022,3108.46,0,0.5703785299419187,3600.0,0,1.0,2.342855,-49930.0,0.0,0.0,0,0.0
normalized-BA_RDC4.dot_luby_10null10mast_rapportOE1.0_TMAX60_K67_cod2_pbEq1_newVersion_binary.opb,1,0.0,3006.92,1,0.0,495.69,1,0.0,345.309,1,0.0,417.745,0,0.0,3600.01,0,0.0,2893.641352,-2432.0,-2432.0,0.0,1,0.0
normalized-NG.dot_fibo_0null0mast_rapportOE2.0_TMAX120_K192_cod1.opb,0,2.0,,0,2.0,,0,1.0,678.743,0,0.0,3504.79,0,2.0,,0,2.0,,-38006.0,-26487.0,0.0,0,0.0
normalized-mps-v2-20-10-bell3b.opb,1,0.0,2.78,0,0.0638071910845971,3600.01,0,0.0422236467718842,3184.1,0,0.0218761565657857,3598.36,0,0.0464367909960681,3600.03,0,1.0,1605.908361,1206897563443000.0,2016317638176040.0,0.0,1,0.0
normalized-BA_RDC4.dot_luby_0null10mast_rapportOE1.0_TMAX180_K67_cod2_pbEq1_newVersion_binary.opb,0,0.0,3600.01,0,0.2372093023255814,3600.01,0,0.1627906976744186,2215.65,0,0.0790697674418604,2897.52,0,1.0,3600.02,0,0.3441860465116279,1203.502078,-7008.0,-128.0,0.0,0,0.0
normalized-NG.dot_unif_20null50mast_rapportOE2.0_TMAX180_K192_cod2.opb,0,0.0,3600.03,0,2.0,,0,0.0956422730566194,3551.58,0,0.7550978159610806,2205.74,0,0.5298968360763207,3600.02,0,1.0,3476.28839,-33965.0,-4982.0,0.0,0,0.0
normalized-injcomp_opt_4layers_maxfirst_lastlayerdiv2_size_28.opb,1,0.0,40.77,0,0.0,3600.0,0,0.0,12.2035,0,0.0,778.967,0,2.0,,0,1.0,0.048579,-14.0,0.0,0.0,1,0.0
normalized-BA_RDC4.dot_luby_20null20mast_rapportOE1.0_TMAX180_K67_cod3.opb,1,0.0,148.88,1,0.0,373.94,0,0.3360547800895443,1276.0,0,0.4666842243876745,585.138,0,2.0,,0,1.0,3094.470978,-8456.0,-862.0,0.0,1,0.0
SMTI_25000_3_0.85_4.opb,1,0.0,4.87,1,0.0,77.9,1,0.0,456.055,1,0.0,178.279,1,0.0,153.93,0,1.0,1545.09141,3020.0,3550.0,0.0,1,0.0
normalized-NG.dot_fibo_10null0mast_rapportOE1.0_TMAX120_K192_cod1.opb,0,0.0,3600.04,0,2.0,,0,1.0,981.886,0,0.789770108685791,2165.24,0,2.0,,0,2.0,,-311800.0,-36235.0,0.0,0,0.0
normalized-BA_RDC4.dot_fibo_10null20mast_rapportOE1.0_TMAX300_K67_cod2_pbEq1_newVersion_sequential.opb,0,0.0,3600.03,0,2.0,,0,0.2365219520406445,3409.57,0,0.2528144622808494,3503.07,0,1.0,3600.01,0,0.7146005172387409,582.220133,-589487.0,-393446.0,0.0,0,0.0
normalized-BA_RDC4.dot_unif_10null0mast_rapportOE1.0_TMAX60_K67_cod2_pbEq1_newVersion_sequential.opb,1,0.0,2692.85,0,0.0612645743658322,3082.0,0,0.0204354548873751,1488.32,0,0.1863847214676752,3142.59,0,0.8121108278657696,3286.15,0,1.0,2.451516,-23929.0,0.0,0.0,1,0.0
normalized-BA_RDC4.dot_fibo_50null20mast_rapportOE2.0_TMAX120_K67_cod2_pbEq1_newVersion.opb,0,0.0,3600.01,0,0.0,3600.0,0,0.1439643096412692,1654.13,0,0.1441241853949692,3436.47,0,2.0,,0,1.0,165.425762,-133936.0,-2584.0,0.0,0,0.0
